pc,total_logons,unique_users,first_seen,last_seen,active_days
PC-6699,874,25,2010-01-02 07:00:00,2011-05-16 17:15:00,401
PC-6706,772,31,2010-01-04 08:25:00,2011-05-16 16:22:00,348
PC-6711,692,1,2010-01-04 07:18:00,2011-05-16 15:29:00,346
PC-6713,1222,28,2010-01-02 07:38:00,2011-05-16 15:55:00,407
PC-6720,452,1,2010-01-04 08:15:00,2010-11-19 16:18:00,226
PC-6741,652,27,2010-01-04 07:45:00,2011-02-21 19:02:00,289
PC-6755,770,27,2010-01-04 07:02:00,2011-05-16 16:30:00,347
PC-6756,1053,27,2010-01-04 08:15:00,2011-05-16 16:26:00,346
PC-6776,802,25,2010-01-04 06:25:02,2011-05-16 16:58:00,348
PC-6779,770,26,2010-01-04 09:08:00,2011-05-16 18:14:00,348
PC-6786,762,22,2010-01-04 08:23:00,2011-05-16 16:33:00,346
PC-6789,790,29,2010-01-04 09:10:00,2011-05-16 21:13:00,346
PC-6793,662,23,2010-01-04 07:09:00,2011-03-04 16:17:00,297
PC-6797,910,27,2010-01-02 07:56:00,2011-05-16 17:58:00,420
PC-6807,784,28,2010-01-04 07:50:00,2011-05-16 17:00:00,347
PC-6809,1062,29,2010-01-04 07:51:00,2011-05-16 16:57:00,346
PC-6824,762,24,2010-01-04 04:44:28,2011-05-16 15:20:00,347
PC-6846,1106,26,2010-01-04 07:08:00,2011-05-16 18:21:00,350
PC-6866,944,23,2010-01-04 09:06:00,2011-05-17 06:43:35,385
PC-6913,1024,22,2010-01-04 07:56:00,2011-05-16 17:00:00,346
PC-6933,765,25,2010-01-04 07:02:00,2011-05-16 18:10:14,346
PC-6956,744,23,2010-01-04 07:42:28,2011-05-16 18:30:00,347
PC-6960,778,31,2010-01-04 07:55:00,2011-05-16 17:58:00,346
PC-6971,770,26,2010-01-04 07:59:00,2011-05-16 18:13:00,348
PC-6980,710,24,2010-01-04 09:06:00,2011-04-05 18:28:00,319
PC-6985,770,27,2010-01-04 07:02:00,2011-05-16 16:10:00,347
PC-6988,776,27,2010-01-04 08:04:00,2011-05-16 17:25:00,346
PC-7007,778,27,2010-01-04 08:13:00,2011-05-16 17:27:00,346
PC-7019,776,24,2010-01-04 07:12:00,2011-05-16 17:13:00,348
PC-7029,954,31,2010-01-04 08:17:00,2011-05-16 16:37:00,358
PC-7031,1040,24,2010-01-04 08:53:00,2011-05-16 18:57:00,347
PC-7039,1041,22,2010-01-04 08:54:00,2011-05-16 18:56:00,346
PC-7052,770,24,2010-01-04 02:42:38,2011-05-16 18:51:00,346
PC-7082,786,28,2010-01-04 09:01:00,2011-05-16 18:26:00,347
PC-7088,1295,29,2010-01-03 07:45:00,2011-05-16 17:42:00,430
PC-7091,768,31,2010-01-04 08:21:00,2011-05-16 18:42:00,347
PC-7102,774,26,2010-01-04 08:29:00,2011-05-16 16:28:00,347
PC-7107,770,24,2010-01-04 08:00:00,2011-05-16 19:08:00,349
PC-7109,786,28,2010-01-04 07:44:00,2011-05-16 15:45:00,346
PC-7145,787,25,2010-01-04 07:49:00,2011-01-12 18:55:00,261
PC-7146,766,24,2010-01-04 07:12:00,2011-05-16 17:11:00,346
PC-7160,768,25,2010-01-04 08:26:00,2011-05-16 19:27:00,346
PC-7162,754,22,2010-01-04 08:54:00,2011-05-16 17:56:00,346
PC-7174,770,30,2010-01-04 07:10:00,2011-05-16 17:22:00,346
PC-7188,1487,26,2010-01-02 07:00:00,2011-05-17 06:23:48,479
PC-7206,604,29,2010-01-04 08:05:00,2011-01-20 17:28:00,265
PC-7207,772,23,2010-01-04 07:59:00,2011-05-16 18:09:00,348
PC-7219,1055,33,2010-01-04 07:10:00,2011-05-16 19:12:53,346
PC-7236,1140,22,2010-01-04 07:38:00,2011-05-16 15:51:00,355
PC-7238,1030,22,2010-01-04 07:07:00,2011-05-16 18:13:00,348
PC-7243,760,23,2010-01-04 07:50:00,2011-05-16 16:52:00,348
PC-7264,772,27,2010-01-04 07:53:00,2011-05-16 17:56:00,347
PC-7275,1125,26,2010-01-04 06:11:41,2011-05-16 17:00:00,375
PC-7295,541,18,2010-01-03 08:15:00,2010-07-19 19:08:00,176
PC-7309,780,30,2010-01-04 07:28:00,2011-05-16 18:23:00,347
PC-7310,1048,28,2010-01-04 08:19:00,2011-05-16 18:29:00,346
PC-7311,766,29,2010-01-04 00:24:51,2011-05-16 18:34:00,347
PC-7342,788,25,2010-01-04 07:40:00,2011-05-16 17:44:00,347
PC-7343,768,25,2010-01-04 07:48:00,2011-05-16 17:12:00,347
PC-7345,686,20,2010-01-04 07:50:00,2010-11-23 18:04:00,229
PC-7357,762,22,2010-01-04 08:06:00,2011-05-16 17:14:00,346
PC-7375,750,19,2010-01-04 07:13:00,2011-05-16 18:54:41,346
PC-7384,744,32,2010-01-04 07:51:00,2011-04-12 18:00:00,324
PC-7387,752,24,2010-01-04 09:12:00,2011-05-16 21:14:00,347
PC-7399,762,25,2010-01-04 07:59:00,2011-05-16 18:01:00,346
PC-7400,774,29,2010-01-04 08:18:00,2011-05-16 19:45:00,346
PC-7401,768,24,2010-01-04 07:59:00,2011-05-16 17:58:00,347
PC-7408,1097,25,2010-01-04 07:55:00,2011-05-16 15:57:00,365
PC-7416,1088,20,2010-01-04 07:48:00,2011-05-16 17:50:00,350
PC-7425,1039,27,2010-01-04 08:50:00,2011-05-16 17:59:00,346
PC-7435,1031,23,2010-01-04 07:03:00,2011-05-16 17:13:00,347
PC-7445,1179,25,2010-01-04 07:14:00,2011-05-16 17:15:00,355
PC-7470,684,24,2010-01-04 09:12:00,2011-03-17 18:30:00,305
PC-7478,748,21,2010-01-04 07:49:00,2011-05-16 18:59:00,346
PC-7500,1443,28,2010-01-02 07:52:00,2011-05-16 17:03:00,480
PC-7502,1040,24,2010-01-04 07:39:00,2011-05-16 15:32:00,346
PC-7508,1044,20,2010-01-04 08:04:00,2011-05-16 19:28:00,346
PC-7525,1062,23,2010-01-04 07:00:00,2011-05-16 16:06:00,349
PC-7527,784,26,2010-01-04 07:52:00,2011-05-16 19:14:00,346
PC-7528,778,28,2010-01-04 08:03:00,2011-05-16 17:14:00,347
PC-7539,124,8,2010-01-04 07:46:00,2010-03-19 17:50:00,55
PC-7543,354,14,2010-01-04 07:56:00,2010-08-19 18:02:00,161
PC-7552,784,24,2010-01-04 07:55:00,2011-05-16 18:10:00,347
PC-7558,948,26,2010-01-03 07:57:00,2011-05-16 19:02:00,428
PC-7560,772,26,2010-01-04 08:22:00,2011-05-16 16:28:00,347
PC-7572,766,27,2010-01-04 08:45:00,2011-05-16 17:58:00,346
PC-7595,784,26,2010-01-04 07:43:00,2011-05-16 15:35:00,348
PC-7609,780,29,2010-01-04 07:31:00,2011-05-12 15:51:00,344
PC-7614,1042,24,2010-01-04 07:35:00,2011-05-16 17:44:00,346
PC-7623,690,19,2010-01-04 07:52:00,2010-11-18 18:12:00,226
PC-7651,754,23,2010-01-04 07:25:00,2011-05-16 15:28:00,346
PC-7655,790,28,2010-01-04 07:45:00,2011-05-16 19:13:00,346
PC-7695,750,24,2010-01-04 09:09:00,2011-05-16 18:24:00,347
PC-7699,610,16,2010-01-04 07:50:00,2011-02-22 17:49:00,288
PC-7702,572,29,2010-01-04 05:46:17,2010-12-30 16:10:00,252
PC-7708,776,27,2010-01-04 08:19:00,2011-05-16 19:21:00,346
PC-7733,788,27,2010-01-04 08:30:00,2011-05-16 19:28:00,348
PC-7751,1124,23,2010-01-04 08:24:00,2011-05-16 19:29:00,382
PC-7756,697,24,2010-01-04 07:01:00,2010-11-24 18:19:00,230
PC-7757,1046,22,2010-01-04 08:50:00,2011-05-16 18:00:00,348
PC-7770,768,22,2010-01-04 07:53:00,2011-05-16 16:56:00,346
PC-7774,764,25,2010-01-04 08:15:00,2011-05-16 17:15:00,347
PC-7775,772,25,2010-01-04 07:13:00,2011-05-16 16:19:00,348
PC-7779,790,28,2010-01-04 08:02:00,2011-05-16 17:13:00,347
PC-7811,1048,31,2010-01-04 09:01:00,2011-05-16 18:14:00,346
PC-7827,758,25,2010-01-04 07:58:00,2011-05-16 16:57:00,348
PC-7839,760,25,2010-01-04 07:11:00,2011-05-16 16:30:00,346
PC-7843,754,23,2010-01-04 07:36:13,2011-05-16 18:12:00,346
PC-7865,778,30,2010-01-04 09:04:00,2011-05-16 18:10:00,347
PC-7879,768,24,2010-01-04 07:45:00,2011-05-16 17:01:00,347
PC-7880,770,27,2010-01-04 09:03:00,2011-05-16 21:12:00,346
PC-7886,786,26,2010-01-04 07:36:00,2011-05-16 15:49:00,346
PC-7899,1047,30,2010-01-04 07:09:00,2011-05-16 17:59:34,346
PC-7902,774,24,2010-01-04 07:49:00,2011-05-16 18:06:00,346
PC-7903,794,29,2010-01-04 08:18:00,2011-05-16 17:33:00,347
PC-7913,778,27,2010-01-04 07:17:00,2011-05-16 15:39:00,347
PC-7931,756,25,2010-01-04 08:04:00,2011-05-16 19:11:00,346
PC-7933,1057,24,2010-01-04 08:20:00,2011-05-16 19:36:00,346
PC-7941,754,20,2010-01-04 07:11:00,2011-05-16 16:13:00,346
PC-7964,1042,24,2010-01-04 07:30:00,2011-05-16 16:54:00,347
PC-7965,794,37,2010-01-04 09:04:00,2011-05-16 21:11:00,347
PC-7973,762,26,2010-01-04 08:54:00,2011-05-16 18:00:00,347
PC-7974,770,28,2010-01-04 07:42:00,2011-05-16 16:38:00,347
PC-7979,886,24,2010-01-02 07:34:00,2011-05-16 15:42:00,403
PC-7989,1359,27,2010-01-03 08:03:00,2011-05-16 17:09:00,436
PC-7998,1059,28,2010-01-04 08:50:00,2011-05-16 16:58:00,346
PC-8001,1060,23,2010-01-02 08:05:00,2011-05-16 18:06:00,477
PC-8014,562,23,2010-01-04 07:11:00,2011-01-05 17:12:00,255
PC-8052,158,5,2010-01-04 09:01:00,2010-03-19 18:14:00,55
PC-8055,908,28,2010-01-04 07:38:00,2011-05-16 17:48:00,355
PC-8067,958,26,2010-01-03 08:48:00,2011-05-16 22:02:50,439
PC-8087,1069,33,2010-01-04 09:04:00,2011-05-16 21:10:00,346
PC-8089,762,24,2010-01-04 08:51:00,2011-05-16 17:55:00,346
PC-8097,754,22,2010-01-04 07:44:00,2011-05-16 16:51:00,346
PC-8105,774,29,2010-01-04 07:47:00,2011-05-16 18:58:00,346
PC-8118,942,28,2010-01-03 08:29:00,2011-05-16 19:41:00,425
PC-8127,1031,27,2010-01-04 07:02:00,2011-05-16 16:17:00,348
PC-8138,768,26,2010-01-04 09:14:00,2011-05-16 21:23:00,346
PC-8144,758,25,2010-01-04 07:03:00,2011-05-16 18:30:00,346
PC-8148,758,22,2010-01-04 08:11:00,2011-05-16 18:05:00,347
PC-8149,328,13,2010-01-04 07:38:00,2010-07-29 17:40:00,146
PC-8164,1047,26,2010-01-04 07:45:00,2011-05-16 16:56:00,346
PC-8190,752,23,2010-01-04 08:10:00,2011-05-16 19:05:00,346
PC-8192,350,13,2010-01-04 08:20:00,2010-08-13 20:35:00,157
PC-8211,766,24,2010-01-04 08:28:00,2011-05-16 18:24:00,347
PC-8214,756,26,2010-01-04 07:46:00,2011-05-16 17:00:00,346
PC-8219,1174,21,2010-01-04 07:51:00,2011-05-16 17:01:00,399
PC-8239,760,20,2010-01-04 09:08:00,2011-05-16 18:12:00,346
PC-8245,1033,26,2010-01-04 07:13:00,2011-05-16 16:15:00,346
PC-8252,782,30,2010-01-04 07:08:00,2011-05-16 18:14:00,349
PC-8262,952,24,2010-01-03 09:11:00,2011-05-16 19:34:31,436
PC-8267,946,27,2010-01-02 08:13:00,2011-05-16 17:28:00,404
PC-8277,1024,20,2010-01-04 07:59:00,2011-05-16 19:11:35,346
PC-8290,1048,26,2010-01-04 08:28:00,2011-05-16 18:28:00,347
PC-8296,758,24,2010-01-04 07:58:00,2011-05-16 18:09:00,346
PC-8303,1025,25,2010-01-04 07:51:00,2011-05-16 16:57:00,346
PC-8309,1041,25,2010-01-04 07:40:00,2011-05-16 17:50:00,347
PC-8314,1040,24,2010-01-04 09:11:00,2011-05-16 21:14:00,346
PC-8318,772,28,2010-01-04 09:04:00,2011-05-16 18:23:00,346
PC-8330,778,28,2010-01-04 07:00:00,2011-05-16 16:11:00,348
PC-8331,474,1,2010-01-04 08:13:00,2010-12-08 16:21:00,237
PC-8354,758,22,2010-01-04 07:48:00,2011-05-16 16:56:00,346
PC-8370,1432,22,2010-01-02 07:33:00,2011-05-16 15:45:00,450
PC-8391,1055,21,2010-01-04 07:58:00,2011-05-16 17:00:00,350
PC-8396,782,29,2010-01-04 07:50:00,2011-05-16 17:01:00,346
PC-8397,756,22,2010-01-04 07:32:00,2011-05-16 15:45:00,347
PC-8404,742,21,2010-01-04 08:00:00,2011-05-16 19:10:00,346
PC-8410,776,24,2010-01-04 07:05:00,2011-05-16 18:11:00,348
PC-8422,772,28,2010-01-04 08:29:00,2011-05-16 22:06:52,346
PC-8443,780,27,2010-01-04 07:43:00,2011-05-16 17:39:00,348
PC-8453,783,27,2010-01-04 07:45:00,2011-05-16 15:49:00,346
PC-8457,1014,23,2010-01-04 08:19:00,2011-05-16 19:24:00,348
PC-8462,1053,34,2010-01-04 08:50:00,2011-05-16 18:00:00,348
PC-8466,1040,23,2010-01-04 08:21:00,2011-05-16 16:28:00,346
PC-8486,784,27,2010-01-04 08:15:00,2011-05-16 16:15:00,346
PC-8493,756,25,2010-01-04 09:01:00,2011-05-16 18:19:00,347
PC-8494,1203,27,2010-01-04 09:14:00,2011-05-16 18:06:00,354
PC-8501,494,24,2010-01-04 08:16:00,2010-10-29 19:44:00,212
PC-8505,1041,27,2010-01-04 08:27:00,2011-05-16 18:43:00,346
PC-8507,80,3,2010-01-04 08:17:00,2010-02-23 18:28:00,37
PC-8508,1042,30,2010-01-04 09:06:00,2011-05-16 21:30:00,346
PC-8517,774,25,2010-01-04 09:12:00,2011-05-16 18:07:00,348
PC-8526,750,21,2010-01-04 00:58:37,2011-05-16 17:54:00,346
PC-8541,778,32,2010-01-04 07:43:00,2011-05-16 16:42:00,346
PC-8556,772,28,2010-01-04 07:40:00,2011-05-16 15:46:00,347
PC-8560,772,25,2010-01-04 08:17:00,2011-05-16 21:05:24,346
PC-8568,618,21,2010-01-04 07:47:00,2011-02-11 17:14:00,281
PC-8591,762,24,2010-01-04 07:08:00,2011-05-16 18:18:00,348
PC-8592,1109,26,2010-01-04 07:45:00,2011-05-16 17:45:00,351
PC-8610,770,29,2010-01-04 07:48:00,2011-05-16 18:52:00,347
PC-8619,750,22,2010-01-04 08:55:00,2011-05-16 17:58:00,346
PC-8632,782,27,2010-01-04 07:33:00,2011-05-16 16:59:00,347
PC-8651,1033,1,2010-01-04 08:09:00,2011-05-16 16:24:00,373
PC-8654,772,23,2010-01-04 07:32:00,2011-05-16 18:41:00,347
PC-8669,653,25,2010-01-04 08:21:00,2010-10-28 18:45:00,211
PC-8680,967,1,2010-01-04 08:06:00,2011-05-16 16:14:00,346
PC-8711,792,32,2010-01-04 08:21:00,2011-05-16 16:29:00,346
PC-8714,808,23,2010-01-04 00:35:45,2011-05-16 17:45:00,348
PC-8720,662,23,2010-01-04 08:16:00,2011-02-23 19:23:00,290
PC-8724,772,32,2010-01-04 07:38:00,2011-05-16 16:45:00,346
PC-8732,788,32,2010-01-04 07:57:00,2011-05-16 18:04:00,347
PC-8733,757,23,2010-01-04 07:40:00,2011-05-16 15:51:00,347
PC-8734,1047,22,2010-01-04 07:48:00,2011-05-16 17:07:00,350
PC-8739,1063,27,2010-01-04 08:58:00,2011-05-16 17:02:00,347
PC-8758,772,27,2010-01-04 08:05:00,2011-05-16 19:11:00,347
PC-8761,792,32,2010-01-04 08:10:00,2011-05-16 17:14:00,347
PC-8782,776,28,2010-01-04 08:49:00,2011-05-16 18:00:00,346
PC-8790,548,19,2010-01-03 08:22:00,2010-10-16 18:31:00,247
PC-8793,768,29,2010-01-04 07:42:00,2011-05-16 15:40:00,348
PC-8800,780,28,2010-01-04 07:58:00,2011-05-16 16:04:00,348
PC-8804,1029,23,2010-01-04 07:33:00,2011-05-16 16:38:00,346
PC-8806,774,30,2010-01-04 07:31:00,2011-05-16 16:43:00,346
PC-8816,772,24,2010-01-04 08:50:00,2011-05-16 17:58:00,347
PC-8827,764,25,2010-01-04 07:46:00,2011-05-16 18:03:00,346
PC-8830,768,25,2010-01-04 07:48:00,2011-05-16 16:07:00,346
PC-8845,692,1,2010-01-04 07:26:00,2011-05-16 15:36:00,346
PC-8851,1029,25,2010-01-04 06:58:00,2011-05-16 15:59:00,346
PC-8853,1030,27,2010-01-04 08:22:00,2011-05-16 20:29:00,346
PC-8859,689,26,2010-01-04 07:15:00,2010-11-15 18:30:52,222
PC-8863,390,20,2010-01-04 08:57:00,2010-08-31 18:52:00,169
PC-8864,764,23,2010-01-04 07:50:00,2011-05-16 16:57:00,347
PC-8865,406,1,2010-01-04 07:19:00,2010-10-15 22:25:49,201
PC-8871,1012,22,2010-01-04 08:29:00,2011-05-16 19:28:00,346
PC-8874,692,1,2010-01-04 07:29:00,2011-05-16 15:29:00,346
PC-8884,1055,32,2010-01-03 00:56:15,2011-05-16 18:43:00,348
PC-8893,1161,29,2010-01-02 07:13:00,2011-05-16 17:25:00,387
PC-8908,648,27,2010-01-04 07:38:00,2011-02-14 15:52:00,283
PC-8915,762,27,2010-01-04 08:09:00,2011-05-16 18:10:00,346
PC-8916,278,13,2010-01-04 07:35:00,2010-06-09 16:48:00,113
PC-8932,796,31,2010-01-04 07:06:00,2011-05-16 15:15:00,346
PC-8989,780,30,2010-01-04 07:49:00,2011-05-16 16:58:00,346
PC-9000,1052,32,2010-01-04 08:00:00,2011-05-16 17:57:00,346
PC-9010,776,24,2010-01-04 07:44:00,2011-05-16 20:58:38,347
PC-9028,1082,31,2010-01-04 07:58:00,2011-05-16 16:50:00,346
PC-9040,528,16,2010-01-04 09:01:00,2010-09-10 21:15:00,176
PC-9066,674,23,2010-01-04 07:47:00,2011-03-18 16:55:00,306
PC-9067,782,27,2010-01-04 09:11:00,2011-03-08 18:08:00,303
PC-9080,756,21,2010-01-04 07:43:00,2011-05-16 15:41:00,347
PC-9083,1297,26,2010-01-02 08:20:00,2011-05-16 18:23:00,407
PC-9087,432,18,2010-01-04 07:44:00,2010-07-23 16:38:00,142
PC-9094,788,25,2010-01-04 07:14:00,2011-05-16 16:15:00,346
PC-9108,1021,26,2010-01-04 07:59:00,2011-05-16 17:00:00,347
PC-9110,692,1,2010-01-04 07:23:00,2011-05-16 15:29:00,346
PC-9134,1051,24,2010-01-04 07:53:00,2011-05-16 17:56:00,346
PC-9136,772,26,2010-01-04 07:56:00,2011-05-16 17:00:00,347
PC-9140,1019,22,2010-01-04 09:14:00,2011-05-16 18:13:00,346
PC-9156,1029,25,2010-01-04 07:52:00,2011-05-16 16:00:00,346
PC-9166,780,29,2010-01-04 07:57:00,2011-05-16 17:57:00,346
PC-9171,1061,29,2010-01-04 07:57:00,2011-05-16 16:52:00,346
PC-9174,1207,25,2010-01-04 09:02:00,2011-05-16 21:25:00,355
PC-9179,1013,21,2010-01-04 08:48:00,2011-05-16 17:47:00,347
PC-9183,782,26,2010-01-04 07:27:00,2011-05-16 15:33:00,347
PC-9184,764,24,2010-01-04 08:23:00,2011-05-16 19:25:00,348
PC-9196,750,22,2010-01-04 07:10:54,2011-05-16 21:45:28,348
PC-9208,762,23,2010-01-04 08:22:00,2011-05-16 19:35:00,347
PC-9219,754,24,2010-01-04 07:54:00,2011-05-16 15:58:00,346
PC-9227,1035,23,2010-01-04 07:57:00,2011-05-16 16:07:00,347
PC-9245,1049,27,2010-01-04 07:36:00,2011-05-16 15:45:00,346
PC-9254,758,21,2010-01-04 07:57:00,2011-05-16 16:51:00,346
PC-9255,962,1,2010-01-04 07:25:00,2011-05-16 15:28:00,346
PC-9261,744,21,2010-01-04 09:00:00,2011-05-16 18:10:00,346
PC-9268,764,27,2010-01-04 09:15:00,2011-05-16 21:12:00,348
PC-9292,796,32,2010-01-04 07:45:00,2011-05-16 17:56:00,346
PC-9304,794,28,2010-01-04 09:06:00,2011-05-16 21:01:00,347
PC-9311,758,25,2010-01-04 08:19:00,2011-05-16 18:30:00,346
PC-9324,1130,26,2010-01-04 07:58:00,2011-05-16 16:51:00,354
PC-9328,748,22,2010-01-04 07:07:00,2011-05-16 17:26:00,346
PC-9348,1070,29,2010-01-04 07:49:00,2011-05-16 17:11:00,346
PC-9353,1044,21,2010-01-02 08:07:00,2011-02-04 18:15:00,352
PC-9358,1032,24,2010-01-04 08:12:00,2011-05-16 18:15:00,346
PC-9367,744,17,2010-01-04 07:42:00,2011-05-16 15:40:00,347
PC-9379,342,17,2010-01-04 07:49:00,2010-08-04 17:01:00,152
PC-9390,762,23,2010-01-04 07:50:00,2011-05-16 18:08:00,346
PC-9403,770,27,2010-01-04 08:03:00,2011-05-16 17:08:00,347
PC-9408,1155,22,2010-01-04 04:54:47,2011-05-16 17:59:00,389
PC-9423,769,24,2010-01-04 08:47:00,2011-05-16 18:00:00,346
PC-9427,896,21,2010-01-04 07:59:00,2011-05-16 16:59:00,355
PC-9436,318,1,2010-01-04 07:15:00,2010-08-13 21:30:41,157
PC-9460,806,26,2010-01-04 07:33:00,2011-05-16 17:38:00,347
PC-9461,1052,20,2010-01-04 03:29:26,2011-05-16 17:00:00,354
PC-9473,770,27,2010-01-04 08:20:00,2011-05-16 19:28:00,346
PC-9489,720,24,2010-01-04 08:07:00,2011-04-20 17:20:00,329
PC-9507,774,25,2010-01-04 07:11:00,2011-05-16 17:29:00,346
PC-9508,766,26,2010-01-04 08:29:00,2011-05-16 16:28:00,346
PC-9523,1069,33,2010-01-04 07:49:00,2011-05-16 17:59:00,346
PC-9524,501,21,2010-01-04 08:00:00,2010-08-20 17:15:00,163
PC-9547,863,22,2010-01-04 07:55:00,2011-03-04 18:58:00,296
PC-9549,1040,24,2010-01-04 08:51:00,2011-05-16 16:54:00,348
PC-9564,692,1,2010-01-04 07:27:00,2011-05-16 15:27:00,346
PC-9582,1114,27,2010-01-04 07:48:00,2011-05-16 16:05:00,357
PC-9586,1042,27,2010-01-04 07:00:00,2011-05-16 16:11:00,346
PC-9612,766,28,2010-01-04 07:48:00,2011-05-16 16:46:00,346
PC-9627,758,23,2010-01-04 08:26:00,2011-05-16 19:39:00,346
PC-9643,768,26,2010-01-04 08:17:00,2011-05-16 18:26:00,346
PC-9647,778,32,2010-01-04 07:43:00,2011-05-16 15:40:00,346
PC-9653,762,21,2010-01-04 07:49:00,2011-05-16 17:00:00,346
PC-9658,762,22,2010-01-04 08:02:00,2011-05-16 17:11:00,346
PC-9661,752,20,2010-01-04 08:12:41,2011-05-16 19:23:00,347
PC-9669,758,23,2010-01-04 07:41:00,2011-05-16 17:44:00,346
PC-9681,406,1,2010-01-04 07:29:00,2010-07-23 21:44:10,142
PC-9687,964,1,2010-01-04 08:03:00,2011-05-16 16:15:00,346
PC-9706,766,26,2010-01-04 04:53:59,2011-05-16 16:52:00,346
PC-9711,792,30,2010-01-04 07:37:00,2011-05-16 18:44:00,347
PC-9714,1046,33,2010-01-04 08:21:00,2011-05-16 19:30:00,347
PC-9744,916,22,2010-01-04 07:56:00,2011-05-16 18:54:00,352
PC-9747,750,23,2010-01-04 08:30:00,2011-05-16 23:44:00,347
PC-9770,776,29,2010-01-04 06:47:00,2011-05-16 15:56:00,346
PC-9777,756,23,2010-01-04 08:01:00,2011-05-16 17:10:00,346
PC-9782,784,33,2010-01-04 08:28:00,2011-05-16 16:36:00,346
PC-9787,1275,24,2010-01-03 07:13:00,2011-05-17 05:21:58,423
PC-9791,790,28,2010-01-04 08:00:00,2011-05-16 17:14:00,347
PC-9800,776,28,2010-01-04 08:05:00,2011-05-16 18:43:08,347
PC-9819,1415,30,2010-01-03 08:27:00,2011-05-16 19:40:00,446
PC-9822,817,20,2010-01-02 07:08:00,2010-12-02 18:26:00,274
PC-9827,602,17,2010-01-04 08:59:00,2011-02-09 16:57:00,280
PC-9840,438,19,2010-01-04 08:13:00,2010-10-07 17:16:00,196
PC-9842,854,1,2010-01-02 08:13:00,2011-05-16 16:25:00,427
PC-9850,764,25,2010-01-04 07:50:00,2011-05-16 19:10:18,347
PC-9873,768,27,2010-01-04 02:52:25,2011-05-16 15:30:00,347
PC-9874,768,30,2010-01-04 07:28:00,2011-05-16 18:52:53,346
PC-9881,1188,29,2010-01-04 08:18:00,2011-05-16 19:24:00,353
PC-9896,1320,25,2010-01-02 08:54:00,2011-05-16 16:54:00,455
PC-9901,1354,29,2010-01-03 08:52:00,2011-05-16 19:06:00,459
PC-9919,1128,29,2010-01-04 06:53:00,2011-05-16 16:56:00,366
PC-9923,508,16,2010-01-04 09:14:00,2010-11-17 21:15:00,225
PC-9926,814,24,2010-01-04 03:53:40,2011-05-16 17:42:00,369
PC-9929,1188,22,2010-01-04 07:45:00,2011-05-16 16:42:00,373
PC-9931,748,23,2010-01-04 07:50:00,2011-05-16 15:55:00,346
PC-9939,1043,25,2010-01-04 07:51:00,2011-05-16 17:58:00,347
PC-9947,692,1,2010-01-04 08:09:00,2011-05-16 16:17:00,346
PC-9966,754,23,2010-01-04 07:39:00,2011-05-16 17:43:00,346
PC-9973,766,24,2010-01-04 07:45:00,2011-05-16 16:57:00,346
PC-9979,760,23,2010-01-04 07:51:00,2011-05-16 17:56:00,346
PC-9988,782,26,2010-01-04 01:37:22,2011-05-16 17:00:00,348
PC-9999,780,28,2010-01-04 07:58:00,2011-05-16 16:58:00,346
